,WorkerId,WorkTimeInSeconds,Input.pdf_url,Input.Category,Answer.question
460,A34QZDSTKZ3JO9,62,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask for specific content to be extracted from the document.,Can you get me the names of all the people that spoke at the meeting?
461,A34QZDSTKZ3JO9,54,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--286776933.pdf,Ask a question that is not answerable with the document.,Is George Kuhter a teacher at his university?
462,A1MJVTR0PCKBWW,477,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--2727196.pdf,Ask a question that needs multiple parts of the document to answer.,What year was the first exoplanet in the upsilon Andromedae system found?
463,A2R2YZTSME1K3F,1949,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--21677566.pdf,Ask a question that is not answerable with the document.,What state is the City of Wildwood in?
464,A2WQT33K6LD9Z5,2882,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--323350391.pdf,Ask a question that can’t be answered with just the document.,Give me the names of any other nearby churches in proximity to the one in this newsletter.
465,A38DC3BG1ZCVZ2,3261,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question about a figure in the document.,What is the highest relative transcript level as according to the figure b on page 2 of 9?
466,A2WQT33K6LD9Z5,1078,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question about a figure in the document.,What types of skin diseases do you think they are referring to under section NJ State Law Bather Rules?
467,A2TBXASXZIRNNW,329,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""Consent Agenda – Councilwoman Mater moved to approve consent agenda. Councilman Warnke seconded the motion. The voting was unanimous in favor of the motion."""
468,A2WQT33K6LD9Z5,1983,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--2727196.pdf,Ask about the type of the document.,Has the author written any other good publications that are related to water vapor detection on other planets?
469,A34QZDSTKZ3JO9,72,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question about the document.,How many people wrote this article?
470,AKX5RHHO8BIUX,152,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question about the document.,What do the Sea Wolves do when the pool is closed?
471,A2TBXASXZIRNNW,903,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask a question that can’t be answered with just the document.,How many New Plymouth city council meetings were there last year?
472,A38DC3BG1ZCVZ2,3198,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question about a table in the document.,What is the latest you can use the pool on Saturday according to the WCC Pool Schedule?
473,A1EX0MEOPF8AHT,127,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--323350391.pdf,Ask a question that needs multiple parts of the document to answer.,The article is saint joanof arc catholic church story?
474,AURYD2FH3FUOQ,2255,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--2727196.pdf,Ask a question that is not answerable with the document.,Who publishes this journal?
475,A1GGOZPHYU0OC0,114,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask a question that needs multiple parts of the document to answer.,When was the New Plymouth city council meeting was called to order?
476,A34QZDSTKZ3JO9,78,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question about a figure in the document.,What kind of information is being conveyed in table 2 on the first page?
477,A3UUH3632AI3ZX,1553,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--323350391.pdf,Ask about the type of the document.,Would you classify this as a religious document?
478,A1EX0MEOPF8AHT,88,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask about the type of the document.,Is this document a new plymouth city council article?
479,A33EE91AZUG1LW,103,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question about a table in the document.,Can you convert the HBsAg from hours to minutes?
480,A38DC3BG1ZCVZ2,95,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--323350391.pdf,Ask a question that is not answerable with the document.,When will daily mass be re-instituted?
481,A2R2YZTSME1K3F,1090,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question about the structure of the document.,What is mentioned on page 2?
482,A2TBXASXZIRNNW,681,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--366437092.pdf,Ask a question that is not answerable with the document.,When was Plymouth City founded?
483,A32CMQGGTSUK6Z,439,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question about the structure of the document.,What are three key tenets from the document?
484,A33EE91AZUG1LW,872,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question about a figure in the document.,N/A Contains no figures
485,A2WQT33K6LD9Z5,2181,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question about the document.,What kind of contaminants would be harmful to the over coating?
486,A2TBXASXZIRNNW,349,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a simple summary about page 7?
487,A34QZDSTKZ3JO9,189,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question about a figure in the document.,Can you give me the phone number at the bottom of the cover on page 1?
488,A34QZDSTKZ3JO9,78,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question about the document.,Will the meeting on the 22nd still be held?
489,A2WQT33K6LD9Z5,2298,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask for a summary of parts of the document or the full document.,Give me a breakdown of what time Open Swims usually are.
490,A26ZENZ5G8AEGM,185,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask for specific content to be extracted from the document.,List the steps involved in HBV infection.
491,A34QZDSTKZ3JO9,105,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question about the document.,Where do I go online to find the Carter website?
492,A3UUH3632AI3ZX,2711,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask for specific content to be extracted from the document.,What dates are the pools closed?
493,A38DC3BG1ZCVZ2,184,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question about a table in the document.,Paying attention to drying and recoating times can you get to a full cure in 2 days?
494,A2R2YZTSME1K3F,891,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question about a table in the document.,N/A Document does not contain any tables.
495,A32CMQGGTSUK6Z,187,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask for a rewrite of some text in the document.,Which replication regulator had the highest result deviation?
496,A2WQT33K6LD9Z5,3027,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question about a table in the document.,Can you list the string gauge's under the Tuning Chart & String Gauge Chart in centimeters instead of decimal for me?
497,A38DC3BG1ZCVZ2,35,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask for a rewrite of some text in the document.,Write the first four swimming pool rules as a table as divided by age.
498,A320QA9HJFUOZO,2615,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question about the structure of the document.,What is the first upcoming dance listed on Page 1?
499,A38DC3BG1ZCVZ2,98,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question about the structure of the document.,Is it recommended to have the substrate be 2C above the dew point of the air under application conditions?
500,A1GGOZPHYU0OC0,254,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question that can’t be answered with just the document.,Can HepG2.2.15 constitutively express HBV genes and release HBV capsids?
501,A2WQT33K6LD9Z5,2917,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question about the structure of the document.,Give me the main takeaway for the General Care & Maintenance section of what I should do to maintain my guitar.
502,A34QZDSTKZ3JO9,45,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question that can’t be answered with just the document.,When was the WCC Pool built?
503,A32CMQGGTSUK6Z,269,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question that needs multiple parts of the document to answer.,Can the main conclusion from the findings be explained in a more layman way?
504,A2TBXASXZIRNNW,291,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary about page 1?
505,A34QZDSTKZ3JO9,59,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask for a summary of parts of the document or the full document.,"Can you give me a one sentence description of the section labeled ""Product description?"""
506,A2R2YZTSME1K3F,507,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask for a summary of parts of the document or the full document.,Could you give the short highlights of the Adjusting Your Carter-Starter section?
507,A32CMQGGTSUK6Z,221,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask for specific content to be extracted from the document.,How big of a lovality does it look like this newsletter covers?
508,A1GGOZPHYU0OC0,742,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask for specific content to be extracted from the document.,Transozinc Epoxy Primer 1.55 must be stored in what temperature conditions?
509,A2R2YZTSME1K3F,1210,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question that needs multiple parts of the document to answer.,What are the rules for the Friday 6-7am swimmers?
510,A3UUH3632AI3ZX,2058,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask for specific content to be extracted from the document.,Can you extract all of the figures and put them on one page?
511,A34QZDSTKZ3JO9,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask about the type of the document.,Is this a biology related article?
512,A32CMQGGTSUK6Z,460,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask for a rewrite of some text in the document.,Who is the most important individual in this newsletter?
513,A34QZDSTKZ3JO9,28,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask about the type of the document.,Is this a school related article or bulletin?
514,A34QZDSTKZ3JO9,74,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite the part that says, ""You are now the lucky owner of the best all-pull entry-level pedal steel guitar available anywhere in the world today!"""
515,A34QZDSTKZ3JO9,68,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question that can’t be answered with just the document.,When did the last meeting of Buzz of the Bees take place?
516,A2TBXASXZIRNNW,313,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""If thinning is necessary, this should be added after mixing of the two Components. Avoid excessive thinning as it will result in lower sag resistance and slower cure."""
517,A2TBXASXZIRNNW,368,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--62660595.pdf,Ask a question that is not answerable with the document.,Will RNAi screening be replaced with something else in the future?
518,A26ZENZ5G8AEGM,130,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--152717747.pdf,Ask a question that is not answerable with the document.,How many swimmers are allowed in the pool at one time?
519,A2TBXASXZIRNNW,256,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question that can’t be answered with just the document.,"When was World Class Steels, Inc. founded?"
520,A320QA9HJFUOZO,1402,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question that needs multiple parts of the document to answer.,Which events are taking place in May?
521,A2WQT33K6LD9Z5,2083,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question about a figure in the document.,Under what category besides the one listed would you place all of the Sec. 7.02 permitted uses that are listed?
522,A3HALUPLZ4IKYJ,61,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question about a figure in the document.,WHAT IS THE MAIN TAKEAWAY OF FIGURE 2
523,A34QZDSTKZ3JO9,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question that can’t be answered with just the document.,How long has Transocean Coatings been in business?
524,A320QA9HJFUOZO,806,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask about the type of the document.,Is the document a type of newsletter for a specific club?
525,A34QZDSTKZ3JO9,56,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question that needs multiple parts of the document to answer.,Where could you call to get a guitar?
526,A320QA9HJFUOZO,314,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question about the document.,What is the size requirement for a rear yard?
527,A34QZDSTKZ3JO9,23,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question about the document.,Can you tell me when this appeal was published?
528,A1NKBXOTZAI1YK,34,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask about the type of the document.,Is this an academic article?
529,A2WQT33K6LD9Z5,2940,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--349768731.pdf,Ask a question that is not answerable with the document.,Who was the previous president of the Dance Club?
530,A33EE91AZUG1LW,2759,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question about a table in the document.,N/A no table is in this document.
531,A1NF6PELRKACS9,597,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question that needs multiple parts of the document to answer.,What instructions should be followed to apply the product in the quickest way possible?
532,A2TBXASXZIRNNW,347,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question about a table in the document.,N/A Table reasoning
533,A34QZDSTKZ3JO9,72,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question about the structure of the document.,Can you give me a short one sentence summary of section 7.01?
534,A34QZDSTKZ3JO9,68,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--263638153.pdf,Ask a question that is not answerable with the document.,Where is the closest store to me that sells Carter products?
535,A38DC3BG1ZCVZ2,1259,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask about the type of the document.,Is this a bibliography?
536,A2TBXASXZIRNNW,429,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question about the structure of the document.,What is page 2 about?
537,A34QZDSTKZ3JO9,80,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a single sentence summary of Sec. 7.01?
538,A2TBXASXZIRNNW,216,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--247278280.pdf,Ask a question that is not answerable with the document.,When was Transocean Coatings founded?
539,A2TBXASXZIRNNW,299,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question about a figure in the document.,N/A Figure questions
540,A38DC3BG1ZCVZ2,129,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask for a summary of parts of the document or the full document.,Summarize what the case is about in one paragraph.
541,A38DC3BG1ZCVZ2,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question about a figure in the document.,What is listed as necessary in the From The Pastor figure?
542,A2R2YZTSME1K3F,1490,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--58790050.pdf,Ask a question about a figure in the document.,What is the main idea of Figure 2?
543,A320QA9HJFUOZO,3038,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question about the document.,What was the motto of Ravel?
544,A38DC3BG1ZCVZ2,23,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask for specific content to be extracted from the document.,Are there any restrictions on height?
545,A32CMQGGTSUK6Z,364,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question about the document.,"Using clues within the newsletter, does this look like a big or small congregation?"
546,A2R2YZTSME1K3F,444,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask for specific content to be extracted from the document.,What are are all the cases mentioned in the document?
547,A2R2YZTSME1K3F,2085,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question about a table in the document.,N/A There are no tables in this document.
548,A38DC3BG1ZCVZ2,116,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--58790050.pdf,Ask a question about the document.,How was the sample prepared?
549,A2TBXASXZIRNNW,299,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask for a rewrite of some text in the document.,"Can you simply this: ""Our data reduction and cleaning methods are parallel to those described in Piskorz et al. (2016) and are summarized here only briefly."""
550,A32CMQGGTSUK6Z,258,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question about the structure of the document.,How did the relationship between Hadyn and Beethoven end up?
551,A34QZDSTKZ3JO9,45,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question that can’t be answered with just the document.,Who is in charge of the Allendale Township Zoning and Ordinance board?
552,A32CMQGGTSUK6Z,852,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--58790050.pdf,Ask a question about a table in the document.,What are the key physics takeaways gathered from this study?
553,A320QA9HJFUOZO,2144,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question about a table in the document.,How many Lectors and Altar Servers will be present at 11am on April 22?
554,A2TBXASXZIRNNW,427,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask for a rewrite of some text in the document.,"Can you simplify this: ""Following a jury trial, defendant was convicted of second-degree murder, MCL 750.317; MSA 28.549, and was sentenced to twenty-five to fifty years’ imprisonment. We affirm."""
555,A2R2YZTSME1K3F,3228,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question that needs multiple parts of the document to answer.,What are the differences in area regulations for side yards of new lots versus existing lots?
556,A34QZDSTKZ3JO9,53,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask for a summary of parts of the document or the full document.,Can you summarize the first passage under Haydn and Beethoven in two sentences?
557,A2WQT33K6LD9Z5,752,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question that can’t be answered with just the document.,What other major cases has this judge gave hearings on?
558,A320QA9HJFUOZO,1438,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--58790050.pdf,Ask a question about the structure of the document.,What effect is demonstrated in Figure 3?
559,A38DC3BG1ZCVZ2,20,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question about the structure of the document.,How many weekly readings are there?
560,A33EE91AZUG1LW,2303,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question that needs multiple parts of the document to answer.,What cases were cited as a reason for ruling with Thomas Woods?
561,A34QZDSTKZ3JO9,83,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask for a summary of parts of the document or the full document.,Can you give me a short summary of what the mission on page 1 is given as?
562,A320QA9HJFUOZO,802,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask for specific content to be extracted from the document.,Please find all the musicians mentioned in the document
563,A34QZDSTKZ3JO9,25,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask about the type of the document.,Was this a federal case?
564,A1MJVTR0PCKBWW,45,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask about the type of the document.,How many feet minimum are required where the property abuts any residentially zoned lot?
565,A38DC3BG1ZCVZ2,154,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask for specific content to be extracted from the document.,Where has Karla Burns performed?
566,A3QJ14Y7N8VQ42,65,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask for a rewrite of some text in the document.,What is the takeaway from the section Ralph Vaughan-Williams and Maurice Ravel?
567,A38DC3BG1ZCVZ2,62,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask for a rewrite of some text in the document.,Write the tithing offering for April 1 in paragraph form.
568,A2WQT33K6LD9Z5,2115,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--112292744.pdf,Ask a question that is not answerable with the document.,What other nearby locations use the same zoning ordinances as the ones provided in this article?
569,A320QA9HJFUOZO,3561,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--298712068.pdf,Ask a question that is not answerable with the document.,What is the middle name of the defendant?
570,A34QZDSTKZ3JO9,50,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question that can’t be answered with just the document.,Who wrote this article?
571,A2R2YZTSME1K3F,1594,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask a question about a figure in the document.,"In the unnamed figure on page 3, what is the difference in reps between stage 1 and stage 2?"
572,A38DC3BG1ZCVZ2,36,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question about a figure in the document.,On page 4 Exhibit B how is a large box described?
573,A38DC3BG1ZCVZ2,24,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question that can’t be answered with just the document.,Is Holy Savior Catholic Church affiliated with other churches?
574,A38DC3BG1ZCVZ2,51,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask a question about the document.,What is the last stage discussed in Thermal Cycler Protocol?
575,A36SM7QM8OK3H6,241,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question about the document.,What are the dimensions of a small utility box?
576,A3QJ14Y7N8VQ42,87,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question that needs multiple parts of the document to answer.,Summarize the role of various musicians in the Renaissance
577,A2R2YZTSME1K3F,542,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question about a table in the document.,"N/A There is only one semi-table on page 5, but it is empty so only a super-easy question about the column titles could be asked, which would fit the bad example of too easy to answer."
578,A2TBXASXZIRNNW,336,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question that needs multiple parts of the document to answer.,What is the main difference between pages 1 and 3?
579,A2WQT33K6LD9Z5,2985,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask a question about a table in the document.,Can you list the reporter Dyes in alphabetical order under table i section b. for me.
580,A1GGOZPHYU0OC0,217,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask about the type of the document.,In which century did Beethoven travel to a European city for the second time ever?
581,A34QZDSTKZ3JO9,67,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question about the structure of the document.,Can you summarize what the vision of the project is about in one sentence?
582,A34QZDSTKZ3JO9,112,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask about the type of the document.,Is this article from a Catholic Church group?
583,A32CMQGGTSUK6Z,514,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--362732725.pdf,Ask a question that is not answerable with the document.,How did Ravel take to Vaughn-Williams when they first met?
584,A1NF6PELRKACS9,225,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask a question about the structure of the document.,"What is the summary of the ""Interpretation of the Results"" according to the table in section 3 of Programming instructions?"
585,A38DC3BG1ZCVZ2,141,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--297765274.pdf,Ask a question that is not answerable with the document.,Can you highlight the cost for students per semester?
586,A34QZDSTKZ3JO9,146,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--485361606.pdf,Ask a question about a figure in the document.,What should I be taking away from the introduction on page 2?
587,A26ZENZ5G8AEGM,92,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a concise summary of the artwork themes?
588,A3UUH3632AI3ZX,2827,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--345448813.pdf,Ask a question about a figure in the document.,What do you notice about the Federal Eligibility Income Chart For School Year 2017-2018 Yearly as the household size gets bigger?
589,A2TBXASXZIRNNW,545,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask for a summary of parts of the document or the full document.,Can you provide a short summary of page 3?
590,A38DC3BG1ZCVZ2,291,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask for specific content to be extracted from the document.,what do the guidelines say about religious content for the artwork?
591,A34QZDSTKZ3JO9,71,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--485361606.pdf,Ask a question about the document.,How many authors are there of this article?
592,A34QZDSTKZ3JO9,46,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask for a rewrite of some text in the document.,"Can you rewrite this to be less formal:  The City of Yuba City Public Art Initiative is a broad-spectrum program to bring art into the public eye in Yuba City by implementing art installations on City infrastructure. The Utility Box Mural Program aims to decorate City’s utility boxes in the public right-of-way with murals reflecting a diversity of inspiration, technique, and style. We encourage artists of all types to submit unique and eye-catching proposals that will enhance the beauty and vision of Yuba City."""
593,A1GGOZPHYU0OC0,726,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask for specific content to be extracted from the document.,Stage 1 changes must be made to what protocol?
594,A2R2YZTSME1K3F,1488,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--485361606.pdf,Ask a question about a table in the document.,How many more classical students in table 2 had the mixed teaching style versus the classical teaching style?
595,A38DC3BG1ZCVZ2,40,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--345448813.pdf,Ask a question about the document.,What should I do if my family members do not all fit on one form?
596,A3HALUPLZ4IKYJ,172,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question that can’t be answered with just the document.,WHAT ARE THE DIFFERENT LOCATIONS
597,A34QZDSTKZ3JO9,54,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--485361606.pdf,Ask a question about the structure of the document.,Can you give me a summary of the introduction on page 2?
598,A34QZDSTKZ3JO9,122,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--345448813.pdf,Ask a question about a table in the document.,"According the table on page one, if my family of two makes 25,000 a year, do we qualify?"
599,A38DC3BG1ZCVZ2,34,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--8700372.pdf,Ask for a rewrite of some text in the document.,Rewrite the table in the second page in paragraph form.
600,A1NF6PELRKACS9,185,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--155627830.pdf,Ask a question that needs multiple parts of the document to answer.,"What is the main takeaway of the ""Artwork Themes"" section?"
601,A34QZDSTKZ3JO9,64,https://docinstructpdfs.s3.amazonaws.com/valid_pdfs/DR--345448813.pdf,Ask a question about the structure of the document.,What is the information that I should takeaway from the first paragraph on page 1?
